Account No.,DATE,Transaction Details,CHQ.NO.,Value Date,Withdrawal Amount,Deposit Amount,Balance Amount,.
409000611074',9-Sep-17,TRF FROM  Indiaforensic SERVICES,,9-Sep-17,,"1,000,000.00","49,000,000.00",.
409000611074',10-Sep-17,TRF FROM  Indiaforensic SERVICES,,10-Sep-17,,"1,000,000.00","50,000,000.00",.
409000611074',11-Sep-17,TRF FROM  Indiaforensic SERVICES,,11-Sep-17,,"1,000,000.00","51,000,000.00",.
409000611074',12-Sep-17,TRF FROM  Indiaforensic SERVICES,,12-Sep-17,,"1,000,000.00","52,000,000.00",.
409000611074',13-Sep-17,TRF FROM  Indiaforensic SERVICES,,13-Sep-17,,"1,000,000.00","53,000,000.00",.
409000611074',14-Sep-17,TRF FROM  Indiaforensic SERVICES,,14-Sep-17,,"1,000,000.00","54,000,000.00",.
409000611074',15-Sep-17,TRF FROM  Indiaforensic SERVICES,,15-Sep-17,,"1,000,000.00","55,000,000.00",.
409000611074',16-Sep-17,TRF FROM  Indiaforensic SERVICES,,16-Sep-17,,"1,000,000.00","56,000,000.00",.
409000611074',17-Sep-17,TRF FROM  Indiaforensic SERVICES,,17-Sep-17,,"1,000,000.00","57,000,000.00",.
409000611074',18-Sep-17,TRF FROM  Indiaforensic SERVICES,,18-Sep-17,,"1,000,000.00","58,000,000.00",.
409000611074',19-Sep-17,TRF FROM  Indiaforensic SERVICES,,19-Sep-17,,"1,000,000.00","59,000,000.00",.
409000611074',20-Sep-17,TRF FROM  Indiaforensic SERVICES,,20-Sep-17,,"1,000,000.00","60,000,000.00",.
409000611074',21-Sep-17,TRF FROM  Indiaforensic SERVICES,,21-Sep-17,,"1,000,000.00","61,000,000.00",.
409000611074',22-Sep-17,TRF FROM  Indiaforensic SERVICES,,22-Sep-17,,"1,000,000.00","62,000,000.00",.
409000611074',23-Sep-17,TRF FROM  Indiaforensic SERVICES,,23-Sep-17,,"1,000,000.00","63,000,000.00",.
409000611074',24-Sep-17,TRF FROM  Indiaforensic SERVICES,,24-Sep-17,,"1,000,000.00","64,000,000.00",.
409000611074',25-Sep-17,TRF FROM  Indiaforensic SERVICES,,25-Sep-17,,"1,000,000.00","65,000,000.00",.
409000611074',26-Sep-17,TRF FROM  Indiaforensic SERVICES,,26-Sep-17,,"1,000,000.00","66,000,000.00",.
409000611074',27-Sep-17,TRF FROM  Indiaforensic SERVICES,,27-Sep-17,,"1,000,000.00","67,000,000.00",.
409000611074',28-Sep-17,TRF FROM  Indiaforensic SERVICES,,28-Sep-17,,"1,000,000.00","68,000,000.00",.
409000611074',29-Sep-17,TRF FROM  Indiaforensic SERVICES,,29-Sep-17,,"1,000,000.00","69,000,000.00",.
409000611074',30-Sep-17,TRF FROM  Indiaforensic SERVICES,,30-Sep-17,,"1,000,000.00","70,000,000.00",.
409000611074',1-Oct-17,TRF FROM  Indiaforensic SERVICES,,1-Oct-17,,"1,000,000.00","71,000,000.00",.
409000611074',2-Oct-17,TRF FROM  Indiaforensic SERVICES,,2-Oct-17,,"1,000,000.00","72,000,000.00",.
409000611074',3-Oct-17,TRF FROM  Indiaforensic SERVICES,,3-Oct-17,,"1,000,000.00","73,000,000.00",.
409000611074',4-Oct-17,TRF FROM  Indiaforensic SERVICES,,4-Oct-17,,"1,000,000.00","74,000,000.00",.
409000611074',5-Oct-17,TRF FROM  Indiaforensic SERVICES,,5-Oct-17,,"1,000,000.00","75,000,000.00",.
409000611074',6-Oct-17,TRF FROM  Indiaforensic SERVICES,,6-Oct-17,,"1,000,000.00","76,000,000.00",.
409000611074',7-Oct-17,TRF FROM  Indiaforensic SERVICES,,7-Oct-17,,"1,000,000.00","77,000,000.00",.
409000611074',8-Oct-17,TRF FROM  Indiaforensic SERVICES,,8-Oct-17,,"1,000,000.00","78,000,000.00",.
409000611074',9-Oct-17,TRF FROM  Indiaforensic SERVICES,,9-Oct-17,,"1,000,000.00","79,000,000.00",.
409000611074',10-Oct-17,TRF FROM  Indiaforensic SERVICES,,10-Oct-17,,"1,000,000.00","80,000,000.00",.
409000611074',11-Oct-17,TRF FROM  Indiaforensic SERVICES,,11-Oct-17,,"1,000,000.00","81,000,000.00",.
409000611074',12-Oct-17,TRF FROM  Indiaforensic SERVICES,,12-Oct-17,,"1,000,000.00","82,000,000.00",.
409000611074',13-Oct-17,TRF FROM  Indiaforensic SERVICES,,13-Oct-17,,"1,000,000.00","83,000,000.00",.
409000611074',14-Oct-17,TRF FROM  Indiaforensic SERVICES,,14-Oct-17,,"1,000,000.00","84,000,000.00",.
409000611074',15-Oct-17,TRF FROM  Indiaforensic SERVICES,,15-Oct-17,,"1,000,000.00","85,000,000.00",.
409000611074',16-Oct-17,TRF FROM  Indiaforensic SERVICES,,16-Oct-17,,"1,000,000.00","86,000,000.00",.
409000611074',17-Oct-17,TRF FROM  Indiaforensic SERVICES,,17-Oct-17,,"1,000,000.00","87,000,000.00",.
409000611074',18-Oct-17,TRF FROM  Indiaforensic SERVICES,,18-Oct-17,,"1,000,000.00","88,000,000.00",.
409000611074',19-Oct-17,TRF FROM  Indiaforensic SERVICES,,19-Oct-17,,"1,000,000.00","89,000,000.00",.
409000611074',20-Oct-17,TRF FROM  Indiaforensic SERVICES,,20-Oct-17,,"1,000,000.00","90,000,000.00",.
409000611074',21-Oct-17,TRF FROM  Indiaforensic SERVICES,,21-Oct-17,,"1,000,000.00","91,000,000.00",.
409000611074',22-Oct-17,TRF FROM  Indiaforensic SERVICES,,22-Oct-17,,"1,000,000.00","92,000,000.00",.
409000611074',23-Oct-17,TRF FROM  Indiaforensic SERVICES,,23-Oct-17,,"1,000,000.00","93,000,000.00",.
409000611074',24-Oct-17,TRF FROM  Indiaforensic SERVICES,,24-Oct-17,,"1,000,000.00","94,000,000.00",.
409000611074',25-Oct-17,This is Fraud.Inc,,25-Oct-17,"93,000,000",,"1,000,000.00",.
