Account No.,DATE,Transaction Details,CHQ.NO.,Value Date,Withdrawal Amount,Deposit Amount,Balance Amount,.
23468411234,45613,INDO GIBL Indiaforensic STL04111,,45613,18949,,407825,.
23468411235,45613,INDO GIBL Indiaforensic STL05111,,45613,91441,,316384,.
23468411236,45613,INDO GIBL Indiaforensic STL06111,,45613,147750,,168634,.
23468411237,45613,FDRL/INTERNAL FUND TRANSFE,,45613,,500000,668634,.
23468411238,45613,FDRL/INTERNAL FUND TRANSFE,,45613,,500000,1168634,.
23468411239,45613,INDO GIBL Indiaforensic STL07111,,45613,110188,,1058446,.
23468411240,45613,INDO GIBL Indiaforensic STL08111,,45613,61870,,996576,.
23468411241,45613,INDO GIBL Indiaforensic STL09111,,45613,84101,,912475,.
23468411242,45613,INDO GIBL Indiaforensic STL10111,,45613,129700,,782775,.
23468411243,45613,INDO GIBL Indiaforensic STL11111,,45613,7499,,775276,.
23468411244,45613,INDO GIBL Indiaforensic STL12111,,45613,80100,,695176,.
23468411245,45613,INDO GIBL Indiaforensic STL13111,,45613,143850,,551326,.
23468411246,45613,INDO GIBL Indiaforensic STL14111,,45613,289500,,261826,.
23468411247,45613,FDRL/INTERNAL FUND TRANSFE,,45613,,500000,761826,.
23468411248,45613,FDRL/INTERNAL FUND TRANSFE,,45613,,500000,1261826,.
23468411249,45613,INDO GIBL Indiaforensic STL16111,,45613,94900,,1166926,.
23468411250,45613,INDO GIBL Indiaforensic STL15111,,45613,224851,,942075,.
23468411251,45613,INDO GIBL Indiaforensic STL17111,,45613,284953,,657122,.
23468411252,45613,INDO GIBL Indiaforensic STL18111,,45613,115150,,541972,.
23468411253,45613,INDO GIBL Indiaforensic STL19111,,45613,40000,,501972,.
23468411254,45613,FDRL/INTERNAL FUND TRANSFE,,45613,,500000,1001972,.
23468411255,45613,INDO GIBL Indiaforensic STL20111,,45613,145900,,856072,.
23468411256,45613,INDO GIBL Indiaforensic STL21111,,45613,83251,,772821,.
23468411257,45613,INDO GIBL Indiaforensic STL22111,,45613,192200,,580621,.
23468411258,45613,INDO GIBL Indiaforensic STL23111,,45613,74799,,505822,.
23468411259,45613,FDRL/INTERNAL FUND TRANSFE,,45613,,500000,1005822,.
23468411260,45613,INDO GIBL Indiaforensic STL24117,,45613,19400,,986422,.
23468411261,45613,INDO GIBL Indiaforensic STL25117,,45613,39700,,946722,.
23468411262,45613,INDO GIBL Indiaforensic STL26117,,45613,42800,,903922,.
23468411263,45613,INDO GIBL Indiaforensic STL27111,,45613,100402,,803520,.
23468411264,45613,INDO GIBL Indiaforensic STL28111,,45613,101500,,702020,.
23468411265,45613,INDO GIBL Indiaforensic STL29111,,45613,36961,,665059,.
23468411266,45643,INDO GIBL Indiaforensic STL30111,,45643,67850,,597209,.
23468411267,45643,INDO GIBL Indiaforensic STL01121,,45643,19800,,577409,.
23468411268,45643,INDO GIBL Indiaforensic STL02121,,45643,10000,,567409,.
23468411269,45643,INDO GIBL Indiaforensic STL03121,,45643,24500,,542909,.
23468411270,45643,INDO GIBL Indiaforensic STL04121,,45643,41700,,501209,.
23468411271,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,1001209,.
23468411272,45643,INDO GIBL Indiaforensic STL05121,,45643,218050,,783159,.
23468411273,45643,INDO GIBL Indiaforensic STL06121,,45643,186400,,596759,.
23468411274,45643,INDO GIBL Indiaforensic STL07121,,45643,171330,,425429,.
23468411275,45643,INDO GIBL Indiaforensic STL08121,,45643,34400,,391029,.
23468411276,45643,INDO GIBL Indiaforensic STL09121,,45643,51199,,339830,.
23468411277,45643,INDO GIBL Indiaforensic STL10121,,45643,159150,,180680,.
23468411278,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,680680,.
23468411279,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,1180680,.
23468411280,45643,INDO GIBL Indiaforensic STL11121,,45643,206075,,974605,.
23468411281,45643,INDO GIBL Indiaforensic STL12121,,45643,142000,,832605,.
23468411282,45643,INDO GIBL Indiaforensic STL13121,,45643,350350,,482255,.
23468411283,45643,INDO GIBL Indiaforensic STL14121,,45643,343900,,138355,.
23468411284,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,638355,.
23468411285,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,1138355,.
23468411286,45643,INDO GIBL Indiaforensic STL15121,,45643,210500,,927855,.
23468411287,45643,INDO GIBL Indiaforensic STL17121,,45643,139500,,788355,.
23468411288,45643,INDO GIBL Indiaforensic STL16121,,45643,92550,,695805,.
23468411289,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,1195805,.
23468411290,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,1695805,.
23468411291,45643,INDO GIBL Indiaforensic STL18121,,45643,654498,,1041307,.
23468411292,45643,INDO GIBL Indiaforensic STL19121,,45643,504450,,536857,.
23468411293,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,1036857,.
23468411294,45643,INDO GIBL Indiaforensic STL20121,,45643,561225,,475632,.
23468411295,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,975632,.
23468411296,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,1475632,.
23468411297,45643,INDO GIBL Indiaforensic STL21121,,45643,146050,,1329582,.
23468411298,45643,INDO GIBL Indiaforensic STL22121,,45643,100300,,1229282,.
23468411299,45643,INDO GIBL Indiaforensic STL23121,,45643,62425,,1166857,.
23468411300,45643,INDO GIBL Indiaforensic STL24121,,45643,365300,,801557,.
23468411301,45643,INDO GIBL Indiaforensic STL25121,,45643,23550,,778007,.
23468411302,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,1278007,.
23468411303,45643,INDO GIBL Indiaforensic STL26121,,45643,259525,,1018482,.
23468411304,45643,INDO GIBL Indiaforensic STL27121,,45643,383110,,635372,.
23468411305,45643,INDO GIBL Indiaforensic STL28121,,45643,138150,,497222,.
23468411306,45643,FDRL/INTERNAL FUND TRANSFE,,45643,,500000,997222,.
23468411307,45643,INDO GIBL Indiaforensic STL29121,,45643,285399,,711823,.
23468411308,45309,INDO GIBL Indiaforensic STL31121,,45309,14000,,697823,.
23468411309,45309,INDO GIBL Indiaforensic STL30121,,45309,54250,,643573,.
23468411310,45309,INDO GIBL Indiaforensic STL01011,,45309,147500,,496073,.
23468411311,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,996073,.
23468411312,45309,INDO GIBL Indiaforensic STL02011,,45309,323500,,672573,.
23468411313,45309,INDO GIBL Indiaforensic STL03011,,45309,180300,,492273,.
23468411314,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,992273,.
23468411315,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,1492273,.
23468411316,45309,INDO GIBL Indiaforensic STL04011,,45309,222800,,1269473,.
23468411317,45309,INDO GIBL Indiaforensic STL05011,,45309,145450,,1124023,.
23468411318,45309,INDO GIBL Indiaforensic STL06011,,45309,182000,,942023,.
23468411319,45309,INDO GIBL Indiaforensic STL07011,,45309,205075,,736948,.
23468411320,45309,INDO GIBL Indiaforensic STL08011,,45309,170500,,566448,.
23468411321,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,1066448,.
23468411322,45309,INDO GIBL Indiaforensic STL09011,,45309,495252,,571196,.
23468411323,45309,INDO GIBL Indiaforensic STL10011,,45309,256600,,314596,.
23468411324,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,814596,.
23468411325,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,1314596,.
23468411326,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,1814596,.
23468411327,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,2314596,.
23468411328,45309,INDO GIBL Indiaforensic STL14011,,45309,5000,,2309596,.
23468411329,45309,INDO GIBL Indiaforensic STL11011,,45309,348200,,1961396,.
23468411330,45309,INDO GIBL Indiaforensic STL13011,,45309,112900,,1848496,.
23468411331,45309,INDO GIBL Indiaforensic STL12011,,45309,392251,,1456245,.
23468411332,45309,INDO GIBL Indiaforensic STL15011,,45309,412300,,1043945,.
23468411333,45309,INDO GIBL Indiaforensic STL16011,,45309,518375,,525570,.
23468411334,45309,INDO GIBL Indiaforensic STL19011,,45309,296450,,229120,.
23468411335,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,729120,.
23468411336,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,1229120,.
23468411337,45309,INDO GIBL Indiaforensic STL22011,,45309,274600,,954520,.
23468411338,45309,INDO GIBL Indiaforensic STL20011,,45309,159725,,794795,.
23468411339,45309,INDO GIBL Indiaforensic STL21011,,45309,69000,,725795,.
23468411340,45309,INDO GIBL Indiaforensic STL18011,,45309,244350,,481445,.
23468411341,45309,INDO GIBL Indiaforensic STL23011,,45309,224800,,256645,.
23468411342,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,756645,.
23468411343,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,1256645,.
23468411344,45309,FDRL/INTERNAL FUND TRANSFE,,45309,,500000,1756645,.
23468411345,45309,INDO GIBL Indiaforensic STL25011,,45309,135050,,1621595,.
23468411346,45309,INDO GIBL Indiaforensic STL26011,,45309,31300,,1590295,.
23468411347,45309,INDO GIBL Indiaforensic STL27011,,45309,20500,,1569795,.
23468411348,45309,INDO GIBL Indiaforensic STL28011,,45309,5500,,1564295,.
23468411349,45309,INDO GIBL Indiaforensic STL24011,,45309,204900,,1359395,.
23468411350,45309,INDO GIBL Indiaforensic STL17011,,45309,563250,,796145,.
23468411351,45309,INDO GIBL Indiaforensic STL29011,,45309,207100,,589045,.
23468411352,45309,INDO GIBL Indiaforensic STL30011,,45309,138250,,450795,.
23468411353,45340,INDO GIBL Indiaforensic STL31011,,45340,196150,,254645,.
23468411354,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,754645,.
23468411355,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1254645,.
23468411356,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1754645,.
23468411357,45340,INDO GIBL Indiaforensic STL02021,,45340,119675,,1634970,.
23468411358,45340,INDO GIBL Indiaforensic STL01021,,45340,137775,,1497195,.
23468411359,45340,INDO GIBL Indiaforensic STL03021,,45340,61500,,1435695,.
23468411360,45340,INDO GIBL Indiaforensic STL05021,,45340,138350,,1297345,.
23468411361,45340,INDO GIBL Indiaforensic STL06021,,45340,239400,,1057945,.
23468411362,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1557945,.
23468411363,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,2057945,.
23468411364,45340,INDO GIBL Indiaforensic STL07021,,45340,271124,,1786821,.
23468411365,45340,INDO GIBL Indiaforensic STL08021,,45340,300799,,1486022,.
23468411366,45340,INDO GIBL Indiaforensic STL09021,,45340,334900,,1151122,.
23468411367,45340,INDO GIBL Indiaforensic STL10021,,45340,68250,,1082872,.
23468411368,45340,INDO GIBL Indiaforensic STL13021,,45340,307125,,775747,.
23468411369,45340,INDO GIBL Indiaforensic STL14021,,45340,475300,,300447,.
23468411370,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,800447,.
23468411371,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1300447,.
23468411372,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1800447,.
23468411373,45340,INDO GIBL Indiaforensic STL12021,,45340,594328,,1206119,.
23468411374,45340,INDO GIBL Indiaforensic STL15021,,45340,387100,,819019,.
23468411375,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1319019,.
23468411376,45340,INDO GIBL Indiaforensic STL16021,,45340,710800,,608219,.
23468411377,45340,INDO GIBL Indiaforensic STL17021,,45340,385400,,222819,.
23468411378,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,722819,.
23468411379,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1222819,.
23468411380,45340,INDO GIBL Indiaforensic STL18021,,45340,79350,,1143469,.
23468411381,45340,INDO GIBL Indiaforensic STL19021,,45340,385200,,758269,.
23468411382,45340,INDO GIBL Indiaforensic STL20021,,45340,299950,,458319,.
23468411383,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,958319,.
23468411384,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1458319,.
23468411385,45340,INDO GIBL Indiaforensic STL21021,,45340,273500,,1184819,.
23468411386,45340,INDO GIBL Indiaforensic STL22021,,45340,237500,,947319,.
23468455644,45340,INDO GIBL Indiaforensic STL23021,,45340,277753,,669566,.
23468455645,45340,INDO GIBL Indiaforensic STL24021,,45340,70300,,599266,.
23468455646,45340,INDO GIBL Indiaforensic STL25021,,45340,62400,,536866,.
23468455647,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1036866,.
23468455648,45340,FDRL/INTERNAL FUND TRANSFE,,45340,,500000,1536866,.
23468455649,45340,INDO GIBL Indiaforensic STL26021,,45340,103300,,1433566,.
23468455650,45340,INDO GIBL Indiaforensic STL27021,,45340,182450,,1251116,.
23468455651,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1751116,.
23468455652,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,2251116,.
23468455653,45369,INDO GIBL Indiaforensic STL03031,,45369,155500,,2095616,.
23468455654,45369,INDO GIBL Indiaforensic STL28021,,45369,244350,,1851266,.
23468455655,45369,INDO GIBL Indiaforensic STL01031,,45369,202799,,1648467,.
23468455656,45369,INDO GIBL Indiaforensic STL03031,,45369,155500,,1492967,.
23468455657,45369,INDO GIBL Indiaforensic STL05031,,45369,153300,,1339667,.
23468455658,45369,INDO GIBL Indiaforensic STL06031,,45369,350150,,989517,.
23468455659,45369,INDO GIBL Indiaforensic STL07031,,45369,371900,,617617,.
23468455660,45369,INDO GIBL Indiaforensic STL08031,,45369,345930,,271687,.
23468455661,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,771687,.
23468455662,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1271687,.
23468455663,45369,INDO GIBL Indiaforensic STL09031,,45369,390850,,880837,.
23468455664,45369,INDO GIBL Indiaforensic STL1003,,45369,85800,,795037,.
23468455665,45369,INDO GIBL Indiaforensic STL11031,,45369,45000,,750037,.
23468455666,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1250037,.
23468455667,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1750037,.
23468455668,45369,INDO GIBL Indiaforensic STL12031,,45369,577493,,1172544,.
23468455669,45369,INDO GIBL Indiaforensic STL13031,,45369,556224,,616320,.
23468455670,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1116320,.
23468455671,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1616320,.
23468455672,45369,INDO GIBL Indiaforensic STL14031,,45369,425700,,1190620,.
23468455673,45369,INDO GIBL Indiaforensic STL15031,,45369,213463,,977157,.
23468455674,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1477157,.
23468455675,45369,INDO GIBL Indiaforensic STL16031,,45369,199983,,1277174,.
23468455676,45369,INDO GIBL Indiaforensic STL17031,,45369,230510,,1046664,.
23468455677,45369,INDO GIBL Indiaforensic STL18031,,45369,10000,,1036664,.
23468455678,45369,INDO GIBL Indiaforensic STL19031,,45369,335250,,701414,.
23468455679,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1201414,.
23468455680,45369,Indfor INCM INDO REVREMI0303,,45369,,1320,1202734,.
23468455681,45369,INDO GIBLOXGN REVSTL03031,,45369,,155500,1358234,.
23468455682,45369,Indfor INCM INDO REVREMI0103,,45369,,202799,1561033,.
23468455683,45369,INDO GIBL Indiaforensic STL01031,,45369,200799,,1360234,.
23468455684,45369,INDO GIBL Indiaforensic STL20031,,45369,434450,,925784,.
23468455685,45369,INDO GIBL Indiaforensic STL21031,,45369,292175,,633609,.
